id,name,category,type,ship_to_name,ship_to_erp,ship_to_id,license_plate_number,erp_id,Asset Type,Tank Size,Hub,LoS,Date Added
560931,GENERATOR,generator,CustomerAsset,460 Wildwood Forest,80000176-1429107791-460 Wildwood Forest,322615,GENERATOR,,,,,,
560932,GENERATOR,generator,CustomerAsset,480 Wildwood Forest,80000176-1429107791-480 Wildwood Forest,322613,GENERATOR,,,,,,
560943,Trackhoe cat ccc053,equipment,CustomerAsset,Old Hempstead,80000058-1405975416-Old Hempstead,310403,Trackhoe cat ccc053,,,,,,
560944,Dozer ccc235,equipment,CustomerAsset,Old Hempstead,80000058-1405975416-Old Hempstead,310403,Dozer ccc235,,,,,,
560945,GEN FILL,generator,CustomerAsset,WC MUD 18 2109,80000043-1405975414-WC MUD 18 2109,322619,GEN FILL,,,,,,
560946,Cat Dozer D3 DZ101,equipment,CustomerAsset,Main Street,800000FE-1415815371-Main Street,283563,Cat Dozer D3 DZ101,,,,,,
560947,Cat 326 Excavator,equipment,CustomerAsset,Main Street,800000FE-1415815371-Main Street,283563,Cat 326 Excavator,,,,,,
560952,GENERATOR 1,tank,CustomerAsset,The Broadmoor at Creek Side,80001CDB-1687538862-Broadmoor@Creekside,322620,GENERATOR 1,,,,,,
560958,CUSTOMER GEN,generator,CustomerAsset,1001 Fannin St,80000F41-1598460151-1001 Fannin St,322621,CUSTOMER GEN,,,,,,
560959,Generator-1,generator,CustomerAsset,The Broadmoor at Creek Side,80001CDB-1687538862-Broadmoor@Creekside,322620,Generator-1,,,,,,
560962,CUST TANK,tank,CustomerAsset,Ship To 1,8000155C-1643303464-Ship To 1,167515,CUST TANK,,,,,,
560964,XCYE015,generator,CustomerAsset,Perry Homes A696040,800001CC-1436472496-Perry Homes A696040,322624,XCYE015,,,,,,
560976,GEN FILL,generator,CustomerAsset,Hartwick Road,800017A3-1657043565-Hartwick Road,266270,GEN FILL,,,,,,
560978,GENERATOR,generator,CustomerAsset,Woodlands,80000913-1553103998-Woodlands,270371,GENERATOR,,,,,,
560985,XBEW049,generator,CustomerAsset,Targa Res A696321,800001CC-1436472496-Targa Res A696321,322628,XBEW049,,,,,,
560986,Gen fill #2,generator,CustomerAsset,Hartwick Road,800017A3-1657043565-Hartwick Road,266270,Gen fill #2,,,,,,
560988,WAJA359,tank,CustomerAsset,Targa Res A696321,800001CC-1436472496-Targa Res A696321,322628,WAJA359,,,,,,
561008,Excavator1,equipment,CustomerAsset,Aldine Westfield,800017A3-1657043565-Aldine Westfield,157870,Excavator1,,,,,,
561051,500 case,equipment,CustomerAsset,Wilson Rd,800000ED-1415049759-Wilson Rd,310506,500 case,,,,,,
561063,Aggreko XCMP075,generator,CustomerAsset,Medina Riv A691207,800001CC-1436472496-Medina Riv A691207,275955,Aggreko XCMP075,,,,,,
561080,MS-732,tank,RentalAsset,Grandfalls,80001ACA-1674836358-Grandfalls,262012,MS-732,MS-732,,,,,
561084,GEN,generator,CustomerAsset,CR 3100,800007DD-1535140754-CR 3100,322641,GEN,,,,,,
561090,CUST TANK CLEAR,tank,CustomerAsset,Bora Bora 13-24,800012DB-1627321982-Bora Bora 13-24,322642,CUST TANK CLEAR,,,,,,
561091,CUST TANK DYED,tank,CustomerAsset,Bora Bora 13-24,800012DB-1627321982-Bora Bora 13-24,322642,CUST TANK DYED,,,,,,
561104,RTV-X1140,equipment,CustomerAsset,WILL CLAYTON PKWY,800001CA-1436449764-WILL CLAYTON PKWY,322606,RTV-X1140,,,,,,
561105,Generator - DEF,generator,CustomerAsset,US HWY 59,80001C9C-1686084542-US HWY 59,283699,Generator - DEF,,,,,,
561109,JCB - 10007075,equipment,CustomerAsset,US HWY 59,80001C9C-1686084542-US HWY 59,283699,JCB - 10007075,,,,,,
561110,MS-1355,tank,RentalAsset,Old Bonham,80001B53-1678204883-Old Bonham,535092,MS-1355,MS-1355,,,,,
561113,OH -T #3,tank,CustomerAsset,Houston Crushed,800000CF-1412363648-Houston Crushed,275358,OH -T #3,,,,,,
561114,Red 500 tank,tank,CustomerAsset,Macedonia,800003BD-1473706558-Macedonia,36527,Red 500 tank,,,,,,
561115,CUSTOMER TANK,tank,CustomerAsset,HWY 339,80000BFD-1565734626-HWY 339,322647,CUSTOMER TANK,,,,,,
561116,CUST EQUIP,equipment,CustomerAsset,Exxon Pasadena,800018E0-1663966866-Exxon Pasadena,282970,CUST EQUIP,,,,,,
561117,CUST EQUIP,equipment,CustomerAsset,"3403 Pasadena Freeway, , Pasadena, Texas, 77503, United States",800018E0-1663966866-,273557,CUST EQUIP,,,,,,
561118,MS-OH-1026,tank,RentalAsset,Midland HUB,,270398,MS-OH-1026,MS-OH-1026,,,,,
561119,MS-OH-1027,tank,RentalAsset,Mobley Reuse,80000D38-1574100987-Mobley Reuse,160634,MS-OH-1027,MS-OH-1027,,,,,
561129,MS-012,tank,RentalAsset,CYWOODS HS,80000731-1523998293-CYWOODS HS,534114,MS-012,MS-012,,,,,
561131,Rokbak Dump Truck RA30,equipment,CustomerAsset,Oliver St- 1520,800000FB-1415810980-Oliver St- 1520,271883,Rokbak Dump Truck RA30,,,,,,
561138,29,tank_wagon,DeliveryAsset,Houston HUB,,135003,29,,,,,,
561158,Skytrack - TX181902,equipment,CustomerAsset,New Porter Elem,8000011C-1418919705-New Porter Elem,322740,Skytrack - TX181902,,,,,,
561162,MS-501,tank,RentalAsset,Yard,80001CDA-1687470160-Yard,322770,MS-501,MS-501,,,,,
561174,MS-1K-1,tank,RentalAsset,Houston HUB,,135003,MS-1K-1,MS-1K-1,,,,,
561175,CUST TANK,tank,CustomerAsset,HWY 281 A,80000A7C-1565734543-HWY 281 A,269997,CUST TANK,,,,,,
561179,CUST TANK PREMIUM,tank,CustomerAsset,Soliz & Sons,80001146-1614700592-Soliz & Sons,275591,CUST TANK PREMIUM,,,,,,
561185,CUST TANK,tank,CustomerAsset,Yard,80001CDF-1687551863-Yard,322856,CUST TANK,,,,,,
561187,CUST TANK,tank,CustomerAsset,PECOS YARD,80001CDF-1687551863,322732,CUST TANK,,,,,,
561193,1000g Gray Customer Tank,tank,CustomerAsset,Yard,80001CDA-1687470160-Yard,322770,1000g Gray Customer Tank,,,,,,
561194,CUST TANK,tank,CustomerAsset,Yard,80001CDA-1687470160-Yard,322770,CUST TANK,,,,,,
561197,MS-801,tank,RentalAsset,HYW6,800016CD-1651584638-HYW6,529139,MS-801,MS-801,,,,,
561198,Generator,generator,CustomerAsset,Wapiti A Unit 752H,80001748-1654627412-Wapiti A Unit 752H,276343,Generator,,,,,,
561200,EQUIP,equipment,CustomerAsset,Del Mar College,8000011D-1418919895-Del Mar College,324908,EQUIP,,,,,,
561203,Customer Drag up tank,tank,CustomerAsset,Westmoor / Bissonnet,80001989-1666288810-Westmoor / Bissonnet,275462,Customer Drag up tank,,,,,,
561209,Sww4979,vehicle,CustomerAsset,Bluff Point Dr,800015AC-1645814863-Bluff Point Dr,167149,Sww 4979,,,,,,
561222,MS-2K-45,tank,RentalAsset,MDA South Campus,80000652-1507826626-MDA South Campus,519517,MS-2K-45,MS-2K-45,,,,,
561223,GEN DEF FILL,tank,CustomerAsset,Ship To 1,80001C67-1684417461-Ship To 1,299977,GEN DEF FILL,,,,,,
561226,MS-453,tank,RentalAsset,Premier at Mortan,8000014F-1425335457-Premier at Mortan,715085,MS-453,MS-453,,,,,
561227,DEF TOTE,tank,CustomerAsset,Huffman Cleveland,800001B6-1435158790-Huffman Cleveland,160740,DEF TOTE,,,,,,
561228,DEF TOTE,tank,CustomerAsset,Madden,800001B6-1435158790-Madden,298516,DEF TOTE,,,,,,
561229,DEF TOTE,tank,CustomerAsset,Job 1243 -Escondido,800001B6-1435158790-Job 1243 -Escondido,262000,DEF TOTE,,,,,,
561230,DEF TOTE,tank,CustomerAsset,Trillium Job# 1247,800001B6-1435158790-Trillium Job# 1247,310513,DEF TOTE,,,,,,
561231,DEF BARREL,tank,CustomerAsset,Main St / Port of B,800002F3-1464273288-Main St / Port of B,168043,DEF BARREL,,,,,,
561234,GEN,generator,CustomerAsset,Clearsky Rehab,80001CBC-1686694836-Clearsky Rehab,324961,GEN,,,,,,
561239,Case Steiger 540,equipment,CustomerAsset,Wilson Rd,800000ED-1415049759-Wilson Rd,310506,Case Steiger 540,,,,,,
561240,TK00166,tank,CustomerAsset,Targa Delaware LLC,800001CC-1436472496-Targa Delaware LLC,264234,TK00166,,,,,,
561241,Cust Tank on F350,tank,CustomerAsset,Wilson Rd,800000ED-1415049759-Wilson Rd,310506,Cust Tank on F350,,,,,,
561244,Case Steiger 500,equipment,CustomerAsset,Wilson Rd,800000ED-1415049759-Wilson Rd,310506,Case Steiger 500,,,,,,
561245,Komatsu Excavator A32989,equipment,CustomerAsset,Wilson Rd,800000ED-1415049759-Wilson Rd,310506,Komatsu Excavator A32989,,,,,,
561248,GEN E13994,generator,CustomerAsset,Clay Rd,800004A9-1488219431-Clay Rd,283392,GEN E13994,,,,,,
561250,Cat Skid Steer CW912754,equipment,CustomerAsset,FM 529,800000FE-1415815371-FM 529,162832,Cat Skid Steer CW912754,,,,,,
561251,Cat Excavator GWT02651,equipment,CustomerAsset,FM 529,800000FE-1415815371-FM 529,162832,Cat Excavator GWT02651,,,,,,
561263,MS-319,tank,RentalAsset,Tomball West HS,8000013E-1423841496-Tomball West HS,761091,MS-319,MS-319,,,,,
561270,DEF TOTE,tank,CustomerAsset,Waukegan,800008BB-1547664654-Waukegan,34095,DEF TOTE,,,,,,
561314,CUST TANK,tank,CustomerAsset,OQ Chemicals 14831,800014C5-1639061520-OQ Chemicals 14831,322709,CUST TANK,,,,,,
561319,GEN,generator,CustomerAsset,Mo Co MUD 185 WWTP,80000043-1405975414-Mo Co MUD 185 WWTP,325032,GEN,,,,,,
561347,MS-046,tank,RentalAsset,Lenox St,80001533-1642196733-Lenox St,209743,MS-046,MS-046,,,,,
561349,EQUIP FILL,equipment,CustomerAsset,Boerne Yard,80001CB0-1686262392-Boerne Yard,325044,EQUIP FILL,,,,,,
561352,EQUIP,equipment,CustomerAsset,Greenhouse 3900-3944,800007B6-1533315003-Greenhouse 3900-3944,275028,EQUIP,,,,,,
561353,CUST DYED TANK,tank,CustomerAsset,GCWA -Emmett Lowry,80001287-1624396268-GCWA -Emmett Lowry,325046,CUST DYED TANK,,,,,,
561356,MS-2011 CLEAR RETAIN,tank,CompanyAsset,George West HUB,,160561,MS-2011 CLEAR RETAIN,,,,,,
561358,CUST TANK CLEAR,tank,CustomerAsset,FM 2504,80001B31-1677174130-FM 2504,274992,CUST TANK CLEAR,,,,,,
561359,CUST TANK,tank,CustomerAsset,Ship To 1,8000188A-1662139116-Ship To 1,167988,CUST TANK,,,,,,
561364,Equip Fill,equipment,CustomerAsset,Fairway,80000061-1405975417-Fairway,325052,Equip Fill,,,,,,
561370,CUST TANK,tank,CustomerAsset,Bell Lake S 426H,80001C90-1685655768-Bell Lake S 426H,325067,CUST TANK,,,,,,
561951,4259,tank_wagon,DeliveryAsset,Houston HUB,,135003,4259,,,,,,
561952,8199,trailer,DeliveryAsset,Houston HUB,,135003,8199,,,,,,
562662,EQUIP FILL,equipment,CustomerAsset,Aldine Westfield,80001AE9-1675892817-Aldine Westfield,325110,EQUIP FILL,,,,,,
562663,GEN FILL,generator,CustomerAsset,I-45,80001B63-1678315987-I-45,271477,GEN FILL,,,,,,
562666,CUST TANK,tank,CustomerAsset,Lincon Park,80001495-1637697228-Lincon Park,299962,CUST TANK,,,,,,
562669,CUST TANK BY OFFICE,tank,CustomerAsset,S. Wirtz Dam Rd,80001B62-1678315049-S. Wirtz Dam Rd,310310,CUST TANK BY OFFICE,,,,,,
562671,Sany Excavator SY135C,equipment,CustomerAsset,Fairway,80000061-1405975417-Fairway,325052,Sany Excavator SY135C,,,,,,
562672,Sany Excavator SY75C,equipment,CustomerAsset,Fairway,80000061-1405975417-Fairway,325052,Sany Excavator SY75C,,,,,,
562673,Komatsu Loader WA270,equipment,CustomerAsset,Fairway,80000061-1405975417-Fairway,325052,Komatsu Loader WA270,,,,,,
562675,CUST 2K DYED TANK,tank,CustomerAsset,HC MUD 570 C&D,80000104-1416409180-HC MUD 570 C&D,325115,CUST 2K DYED TANK,,,,,,
562676,Komatsu Excavator A36976,equipment,CustomerAsset,Kika De La Garza,800003C7-1474041035-Kika De La Garza,300158,Komatsu Excavator A36976,,,,,,
562677,Komatsu Excavator A12774,equipment,CustomerAsset,Kika De La Garza,800003C7-1474041035-Kika De La Garza,300158,Komatsu Excavator A12774,,,,,,
562678,EQUIP,equipment,CustomerAsset,5611 W BAKER RD,PENDING,325175,EQUIP,,,,,,
562679,CUST TANK,tank,CustomerAsset,Marathon Oil 62823,80001CF0-1687961490-Marathon Oil 62823,325189,CUST TANK,,,,,,
562681,CUST TANK CLEAR,tank,CustomerAsset,Yard,80001CC1-1686865973-Yard,325190,CUST TANK CLEAR,,,,,,
562684,XMS-530,tank,CustomerAsset,Yard,80001C9D-1686086009-Yard,325213,XMS-530,MS-530,,,,,
562696,CUST TANK DYED,tank,CustomerAsset,Delaware Ranch,800017DD-1658262533-DELAWARE RANCH,325219,CUST TANK DYED,,,,,,
562697,CUST TANK CLEAR,tank,CustomerAsset,Delaware Ranch,800017DD-1658262533-DELAWARE RANCH,325219,CUST TANK CLEAR,,,,,,
562839,MS-408,tank,RentalAsset,Memorial Herman,80001115-1614031748-Memorial Herman,515425,MS-408,MS-408,,,,,
562841,XBSG184,tank,CustomerAsset,Dempsey A695796,800001CC-1436472496-Dempsey A695796,325314,XBSG184,,,,,,
562843,MS-787,tank,RentalAsset,Miller Rd 2,800024A8-1728422304-Miller Rd 2,711232,MS-787,MS-787,,,,,
562845,MS-1535,tank,RentalAsset,Courthoust Dr,800001CA-1436449764-Courthoust Dr,515590,MS-1535,MS-1535,,,,,
562865,CUST 12K TANK,tank,CustomerAsset,HWY 72,80001C3A-1683060100-HWY 72,326082,CUST 12K TANK,,,,,,
562876,11258570 roller,equipment,CustomerAsset,CATTLEMAN 1,800002F3-1464273288-CATTLEMAN 1,167895,11258570 roller,,,,,,
562878,K23573,equipment,CustomerAsset,CATTLEMAN 1,800002F3-1464273288-CATTLEMAN 1,167895,K23573,,,,,,
562879,#299423,equipment,CustomerAsset,CATTLEMAN 1,800002F3-1464273288-CATTLEMAN 1,167895,#299423,,,,,,
562880,10381410,generator,CustomerAsset,CATTLEMAN 1,800002F3-1464273288-CATTLEMAN 1,167895,10381410,,,,,,
562881,130918 cat,equipment,CustomerAsset,CATTLEMAN 1,800002F3-1464273288-CATTLEMAN 1,167895,130918 cat,,,,,,
562887,Cat 320 018913,equipment,CustomerAsset,CATTLEMAN 1,800002F3-1464273288-CATTLEMAN 1,167895,Cat 320 018913,,,,,,
562888,Cat330 832,equipment,CustomerAsset,CATTLEMAN 1,800002F3-1464273288-CATTLEMAN 1,167895,Cat330 832,,,,,,
562889,Cat 9077,equipment,CustomerAsset,CATTLEMAN 1,800002F3-1464273288-CATTLEMAN 1,167895,Cat 9077,,,,,,
562903,MS-674,tank,RentalAsset,Oscar Johnson,8000013E-1423841496-Oscar Johnson,637724,MS-674,MS-674,,,,,
562906,CUST EQUIPMENT,equipment,CustomerAsset,Redwood Bluff Trl,800000ED-1415049759-Redwood Bluff Trl,326091,CUST EQUIPMENT,,,,,,
562913,CUST TANK,tank,CustomerAsset,DIAMOND M,80000D58-1575396718-DIAMOND M,326094,CUST TANK,,,,,,
562914,GREEN TRACTOR,equipment,CustomerAsset,"4655 Fry Rd, , Katy, Texas, 77449, United States",800009DD-1563292680-,273629,GREEN TRACTOR,,,,,,
562915,GREEN TRACTOR DEF,equipment,CustomerAsset,"4655 Fry Rd, , Katy, Texas, 77449, United States",800009DD-1563292680-,273629,GREEN TRACTOR DEF,,,,,,
562916,CUST TANK,tank,CustomerAsset,Fellows Rd,80001495-1637697228-Fellows Rd,273156,CUST TANK,,,,,,
562920,CUST GEN - 800289386,generator,CustomerAsset,UPS Bergstrom Airpor,800018CD-1663792700-UPS Bergstrom Airpor,326096,CUST GEN - 800289386,,,,,,
562922,MS-435,tank,RentalAsset,Bluebonnet Biz Park,8000052E-1497624088-Bluebonnet Biz Park,511738,MS-435,MS-435,,,,,
562923,CUST 1K DYED,tank,CustomerAsset,Tidwell,800000D1-1412365240-Tidwell,271578,CUST 1K DYED,,,,,,
562927,800009971,generator,CustomerAsset,IAH,8000113D-1614378860-IAH,326100,800009971,,,,,,
562928,MS-714,tank,RentalAsset,Katy Elem 48,8000013E-1423841496-Katy Elem 48,637710,MS-714,MS-714,,,,,
562931,CUST GEN DEF,generator,CustomerAsset,IAH,8000113D-1614378860-IAH,326100,CUST GEN DEF,,,,,,
562932,Truck - KTR 4762,equipment,CustomerAsset,Wilson Rd,800000ED-1415049759-Wilson Rd,310506,Truck - KTR 4762,,,,,,
562933,Truck KTR 4762,equipment,CustomerAsset,Wilson Rd,800000ED-1415049759-Wilson Rd,310506,Truck KTR 4762,,,,,,
562934,Daggett 750,equipment,CustomerAsset,Wilson Rd,800000ED-1415049759-Wilson Rd,310506,Daggett 750,,,,,,
562935,5-12,tank,CustomerAsset,Greenhouse,8000157D-1644435731-Greenhouse,49883,5-12,,,,,,
562941,CAT DOZER XKY04449,equipment,CustomerAsset,Klein Collins HS,800011C4-1618329147-Klein Collins HS,325270,CAT DOZER XKY04449,,,,,,
562943,Cat Excavator 19007,equipment,CustomerAsset,Klein Collins HS,800011C4-1618329147-Klein Collins HS,325270,Cat Excavator 19007,,,,,,
562947,MS-473,tank,RentalAsset,YARD,80001792-1656107576-YARD,516474,MS-473,MS-473,,,,,
562971,Generator,equipment,CustomerAsset,Monroe CPF,80001AEB-1675900613-Monroe CPF,326088,Generator,,,,,,
562988,Cust Trailer Tank Dyed,tank,CustomerAsset,HWY 302,8000174B-1654694405-HWY 302,327131,Cust Trailer Tank Dyed,,,,,,
563019,#CUST EQUIPMENT,equipment,CustomerAsset,Redwood Bluff Trl,800000ED-1415049759-Redwood Bluff Trl,326091,#CUST EQUIPMENT,,,,,,
563020,XCMP012,generator,CustomerAsset,Tri Pointe A695923,800001CC-1436472496-Tri Pointe A695923,327135,XCMP012,,,,,,
563021,CUST TANK,tank,CustomerAsset,Whispering Oaks,800004B1-1488559327-Whispering Oaks,327136,CUST TANK,,,,,,
563024,MS-2185,tank,RentalAsset,SH 61,80001C97-1685975883-SH 61,327137,MS-2185,MS-2185,,,,,
563025,MS-592,tank,RentalAsset,SH 61,80001C97-1685975883-SH 61,327137,MS-592,MS-592,,,,,
563026,MS-295,tank,RentalAsset,Centerpoint 138,800004FE-1494951432-Centerpoint 138,687553,MS-295,MS-295,,,,,
563027,Gen# XEHW003,generator,CustomerAsset,Hoss,80000782-1529350865-Hoss,38386,Gen# XEHW003,,,,,,
563029,MS-699,tank,RentalAsset,Enterprise Jacinto,800007DA-1535133522-Enterprise Jacinto,762522,MS-699,MS-699,,,,,
563030,MS-503,tank,RentalAsset,SPLENDORA HS,80000731-1523998293-SPLENDORA HS,518776,MS-503,MS-503,,,,,
563032,MS-209,tank,RentalAsset,Houston Ella,8000107C-1608130215-Houston Ella,562430,MS-209,MS-209,,,,,
563033,MS-2190,tank,RentalAsset,Pleasanton Yard,800015C5-1646259124-Pleasanton Yard,509454,MS-2190,MS-2190,,,,,
563034,CUST TANK,tank,CustomerAsset,Navy 930-232,80001495-1637697228-Navy 930-232,327157,CUST TANK,,,,,,
563036,Aggreko,tank,CustomerAsset,Chevron Ods A695940,800001CC-1436472496-Chevron Ods  A695940,317431,Aggreko,,,,,,
563037,GEN,generator,CustomerAsset,Generation Park,80000FF9-1601673734-Generation Park,327160,GEN,,,,,,
563051,F250 CUST TANK,tank,CustomerAsset,Elmfield Street,8000010D-1417451267-Elmfield Street,243483,F250 CUST TANK,,,,,,
563055,CAT 320 EXCAVATOR,equipment,CustomerAsset,CTC- RYMCO 12300 MAIN STREET,,282858,CAT 320 EXCAVATOR,,,,,,
563056,Aggreko,tank,CustomerAsset,Targa Delaware LLC,800001CC-1436472496-Targa Delaware LLC,264234,Aggreko,,,,,,
563060,WAJA223,tank,CustomerAsset,Chevron Ods A695940,800001CC-1436472496-Chevron Ods  A695940,317431,WAJA223,,,,,,
563061,CUSTOMER TANK DYED,tank,CustomerAsset,PECOS,8000020A-1441916740-Pecos FM 1450,327188,CUSTOMER TANK DYED,,,,,,
563066,CUST TANK,tank,CustomerAsset,Ship To 1,80000F15-1597261279-Ship To 1,269062,CUST TANK,,,,,,
563067,CUST TANK,tank,CustomerAsset,Ship To 1,800014C3-1639002198-Ship To 1,268571,CUST TANK,,,,,,
563071,Skidsteer,equipment,CustomerAsset,Westpark Dr,800000FB-1415810980-Westpark Dr,198178,Skidsteer,,,,,,
563080,Heavy Equipment,equipment,CustomerAsset,HWY 302,8000174B-1654694405-HWY 302,327131,Heavy Equipment,,,,,,
563084,XCND042,generator,CustomerAsset,VOLTAGRID-A696529,800001CC-1436472496-VOLTAGRID-A696529,327253,XCND042,,,,,,
563099,MS-OH-1068,tank,RentalAsset,Water Saldo Draw,8000204A-1707259078-Water Saldo Draw,705059,MS-OH-1068,MS-OH-1068,,,,,
563109,Cub 99.897,tank,CustomerAsset,Guhn Rd,80000570-1500498115-Guhn Rd,163213,Cub 99.897,,,,,,
563110,GENERATOR,generator,CustomerAsset,Schneider Electric,80001CFB-1688153836-Schneider Electric,327236,GENERATOR,,,,,,
563113,XALX099,generator,CustomerAsset,FIML 124/125,80000782-1529350865-FIML 124/125,312646,XALX099,,,,,,
563116,Dump truck Volvo A25G,equipment,CustomerAsset,FM 2540,80000035-1405975412-FM 2540,275736,Dump truck Volvo A25G,,,,,,
563121,CUSTOMER TANK,tank,CustomerAsset,Cassidy 18 FED COM/,80001748-1654627412-Cassidy 18 FED COM/,327262,CUSTOMER TANK,,,,,,
563132,GENERATOR,generator,CustomerAsset,5202 SOUTH CEDAR - Love's Travel Stop,80000895-1545167778-Love's Travel Stop,327264,GENERATOR,,,,,,
563134,GENERATOR 1415,generator,CustomerAsset,5202 SOUTH CEDAR - Love's Travel Stop,80000895-1545167778-Love's Travel Stop,327264,GENERATOR 1415,,,,,,
563135,Pump 1,equipment,CustomerAsset,Cassidy 18 FED COM/,80001748-1654627412-Cassidy 18 FED COM/,327262,Pump 1,,,,,,
563136,Fuel trlr,equipment,CustomerAsset,Cassidy 18 FED COM/,80001748-1654627412-Cassidy 18 FED COM/,327262,Fuel trlr,,,,,,
563137,Fuel cells.2 pump trk,equipment,CustomerAsset,Cassidy 18 FED COM/,80001748-1654627412-Cassidy 18 FED COM/,327262,Fuel cells.2 pump trk,,,,,,
563146,GENERATOR,generator,CustomerAsset,Memorial Court,800003B1-1472765627-Memorial Court,327287,GENERATOR,,,,,,
563151,REEFER,tank,CustomerAsset,#950,800008D8-1549389599-#950,274158,REEFER,,,,,,
563162,cust clear tanks,tank,CustomerAsset,HWY 16,80001BDA-1681136451-HWY 16,312533,cust clear tnks,,,,,,
563163,MS-790,tank,RentalAsset,Landart,800015CC-1646340627-Landart,782866,MS-790,MS-790,,,,,
563165,CUST TANK,tank,CustomerAsset,CR 156,80000BCD-1565734617-CR 156,329065,CUST TANK,,,,,,
563168,CUST DYED TANK,tank,CustomerAsset,Ship To 1,8000107F-1608244540-Ship To 1,268106,CUST DYED TANK,,,,,,
563173,CUST CLEAR TANK,tank,CustomerAsset,3H Ranch,80001CFD-1688400511,329076,CUST CLEAR TANK,,,,,,
563176,Big GREEN FORKLIFT UNIT #7075,equipment,CustomerAsset,US HWY 59,80001C9C-1686084542-US HWY 59,283699,Big GREEN FORKLIFT UNIT #7075,,,,,,
563181,MS-1498,tank,RentalAsset,Pre FID 24-116,80000035-1405975412-Pre FID 24-116,521507,MS-1498,MS-1498,,,,,
563185,CUSTOMER TANK,tank,CustomerAsset,WAHA Meter Station,800001C5-1436218664-WAHA Meter Station,329101,CUSTOMER TANK,,,,,,
563196,MS-058-DW,tank,RentalAsset,Ship To 1,80001CC9-1687207946-Ship To 1,326137,MS-058-DW,MS-058-DW,,,,,
563199,CUST TANK,tank,CustomerAsset,Caravan 28 State Com,80001748-1654627412-Caravan 28 State Com,329122,CUST TANK,,,,,,
563202,CUST GEN HERC,generator,CustomerAsset,Century Oaks Terrace,800018CD-1663792700-Century Oaks Terrace,329124,CUST GEN HERC,,,,,,
563203,Command center,equipment,CustomerAsset,Cassidy 18 FED COM/,80001748-1654627412-Cassidy 18 FED COM/,327262,Command center,,,,,,
563205,3007446,vehicle,CustomerAsset,Bluff Point Dr,800015AC-1645814863-Bluff Point Dr,167149,3007446,,,,,,
563208,GEN FILL,tank,CustomerAsset,"20002 West Road, , Cypress, Texas, 77095, United States",80000458-1481301698-,273541,GEN FILL,,,,,,
563210,MS-2K-74,tank,RentalAsset,Yard,80001CD9-1687469122-Yard,329126,MS-2K-74,MS-2K-74,,,,,
563211,MS-2K-41,tank,RentalAsset,Yard Midland,80001DBB-1692293032-Yard Midland,422026,MS-2K-41,MS-2K-41,,,,,
563214,Gen,generator,CustomerAsset,Memorial Court,800003B1-1472765627-Memorial Court,327287,Gen,,,,,,
563230,Gen. - R-1045,generator,CustomerAsset,FM 144/ Sweetwater,800013B4-1631572016-FM 144/ Sweetwater,283559,Gen. - R-1045,,,,,,
563232,United Rental Cube Tank 11268827,tank,CustomerAsset,I-45,80001B63-1678315987-I-45,271477,United Rental Cube Tank 11268827,,,,,,
563235,Sun Belt Gen 10445124,generator,CustomerAsset,I-45,80001B63-1678315987-I-45,271477,Sun Belt Gen 10445124,,,,,,
563240,XCMP092,generator,CustomerAsset,Tri Pointe A695923,800001CC-1436472496-Tri Pointe A695923,327135,XCMP092,,,,,,
563242,MS-051-DW,tank,RentalAsset,Cleveland,80001CEE-1687902274-Cleveland,536571,MS-051-DW,MS-051-DW,,,,,
563243,MS-731,tank,RentalAsset,Clinton Drive,800007A4-1532021372-Clinton Drive,39557,MS-731,MS-731,,,,,
